"","COMID","width.ft","PercentWoodyDebris","LengthFt","BottomWidthFt","width.km"
"2391","12953314",102,NA,NA,NA,0.0310896
"2401","12953314",105,NA,NA,NA,0.032004
"2411","12953314",105,NA,NA,NA,0.032004
"2421","12953314",96,NA,NA,NA,0.0292608
"2431","12953314",96,NA,NA,NA,0.0292608
"2441","12953314",90,NA,NA,NA,0.027432
"2451","12953314",97,NA,NA,NA,0.0295656
"2461","12953314",69,NA,NA,NA,0.0210312
"2471","1293314",106,NA,NA,NA,0.0323088
"2481","1293314",111,NA,NA,NA,0.0338328
"2491","1293314",108,NA,NA,NA,0.0329184
"2501","1293314",102,NA,NA,NA,0.0310896
"2511","1293314",105,NA,NA,NA,0.032004
"2521","1293314",95,NA,NA,NA,0.028956
"2531","1293314",90,NA,NA,NA,0.027432
"2541","1293314",96,NA,NA,NA,0.0292608
"2551","1293314",87,NA,NA,NA,0.0265176
"2561","1293314",83,NA,NA,NA,0.0252984
"2571","1293314",81,NA,NA,NA,0.0246888
"2581","1293314",78,NA,NA,NA,0.0237744
"2591","1293314",60,NA,NA,NA,0.018288
"2601","12952678",31,NA,NA,NA,0.0094488
"2611","12952678",32,NA,NA,NA,0.0097536
"2621","12952678",29,NA,NA,NA,0.0088392
"2631","12952678",32,NA,NA,NA,0.0097536
"2641","12952678",37,NA,NA,NA,0.0112776
"2651","12952678",23,NA,NA,NA,0.0070104
"2661","12952678",25,NA,NA,NA,0.00762
"2671","12952678",35,NA,NA,NA,0.010668
"2681","12952678",30,NA,NA,NA,0.009144
"2691","12952678",36,NA,NA,NA,0.0109728
"2701","12952678",30,NA,NA,NA,0.009144
"2711","12952678",36,NA,NA,NA,0.0109728
"2721","12952678",38,NA,NA,NA,0.0115824
"2731","12953246",18,NA,NA,NA,0.0054864
"2741","12953246",11,NA,NA,NA,0.0033528
"2751","12953246",12,NA,NA,NA,0.0036576
"2761","12953246",16,NA,NA,NA,0.0048768
"2771","12953246",13,NA,NA,NA,0.0039624
"2781","12953246",19,NA,NA,NA,0.0057912
"2791","12953246",10,NA,NA,NA,0.003048
"2801","12953246",34,NA,NA,NA,0.0103632
"2811","12953246",14,NA,NA,NA,0.0042672
"2821","12953246",10,NA,NA,NA,0.003048
"2831","12953246",17,NA,NA,NA,0.0051816
"2841","12953246",8,NA,NA,NA,0.0024384
"2851","12953246",7,NA,NA,NA,0.0021336
"2861","12953302",91,NA,NA,NA,0.0277368
"2871","12953302",76,NA,NA,NA,0.0231648
"2881","12953302",121,NA,NA,NA,0.0368808
"2891","12953302",51,NA,NA,NA,0.0155448
"2901","12953302",59,NA,NA,NA,0.0179832
"2911","12953302",63,NA,NA,NA,0.0192024
"2921","12953302",58,NA,NA,NA,0.0176784
"2931","12953302",63,NA,NA,NA,0.0192024
"2941","12953302",56,NA,NA,NA,0.0170688
"2951","12953302",75,NA,NA,NA,0.02286
"2961","12953302",46,NA,NA,NA,0.0140208
"2971","12953302",66,NA,NA,NA,0.0201168
"2981","12953302",66,NA,NA,NA,0.0201168
"2991","12953302",20,NA,NA,NA,0.006096
"3001","12953302",27,NA,NA,NA,0.0082296
"3011","12953302",39,NA,NA,NA,0.0118872
"3021","12953302",36,NA,NA,NA,0.0109728
"3031","12953302",33,NA,NA,NA,0.0100584
"3041","12953302",36,NA,NA,NA,0.0109728
"3051","12953302",35,NA,NA,NA,0.010668
"3061","12953302",33,NA,NA,NA,0.0100584
"3071","12953302",48,NA,NA,NA,0.0146304
"3081","12953302",48,NA,NA,NA,0.0146304
"3091","12953302",45,NA,NA,NA,0.013716
"3101","12953302",45,NA,NA,NA,0.013716
"3111","12953302",57,NA,NA,NA,0.0173736
"3121","12953302",79,NA,NA,NA,0.0240792
"3131","12953302",74,NA,NA,NA,0.0225552
"3141","12953302",63,NA,NA,NA,0.0192024
"3151","12953302",72,NA,NA,NA,0.0219456
"3161","12953302",63,NA,NA,NA,0.0192024
"3171","12953302",79,NA,NA,NA,0.0240792
"318","12953302",54,NA,NA,NA,0.0164592
"319","12953302",59,NA,NA,NA,0.0179832
"320","12953302",55,NA,NA,NA,0.016764
"3211","12953302",66,NA,NA,NA,0.0201168
"3221","12953302",72,NA,NA,NA,0.0219456
"3231","12953302",57,NA,NA,NA,0.0173736
"3241","12953302",72,NA,NA,NA,0.0219456
"3251","12952856",33,NA,NA,NA,0.0100584
"3261","12952856",30,NA,NA,NA,0.009144
"3271","12952856",36,NA,NA,NA,0.0109728
"3281","12952856",42,NA,NA,NA,0.0128016
"3291","12952856",39,NA,NA,NA,0.0118872
"3301","12952856",33,NA,NA,NA,0.0100584
"3311","12952856",39,NA,NA,NA,0.0118872
"3321","12952856",54,NA,NA,NA,0.0164592
"3331","12952856",48,NA,NA,NA,0.0146304
"3341","12952856",40,NA,NA,NA,0.012192
"3351","12952856",34,NA,NA,NA,0.0103632
"3361","12952856",36,NA,NA,NA,0.0109728
"3371","12952856",33,NA,NA,NA,0.0100584
